,Game,Pos,Genre,Console,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,NA_Sales,PAL_Sales,Japan_Sales,Other_Sales,Total_Sales,Relese_Month,Relese_Year,Hit_Games
3947,Zork II: The Wizard of Frobozz,196,Adventure,PC,Infocom,Infocom,0.0,0.0,0.0,0,0,0,0,180000,1,1981,0
3948,Spakoyno: Back to the USSR 2.0,197,Adventure,PC,Unknown,Separate Game Development,0.0,0.0,0.0,0,0,0,0,180000,3,2019,0
3949,Bad Mojo,198,Adventure,PC,Acclaim Entertainment,Pulse Entertainment,0.0,0.0,0.0,0,0,0,0,180000,2,1996,0
3950,The Butterfly Sign,199,Adventure,PC,Unknown,Quantum Phoenix Studio,0.0,0.0,0.0,0,0,0,0,170000,3,2019,0
3951,Final Fantasy Fables: Chocobo Tales,200,Adventure,DS,Square Enix,High Horse Entertainment,0.0,7.4,0.0,0,0,0,0,170000,4,2007,0
3952,Goodbye Deponia,201,Adventure,PC,Daedalic Entertainment,Daedalic Entertainment,0.0,0.0,0.0,0,0,0,0,170000,10,2013,0
3953,Daily Chthonicle: Editor's Edition,202,Adventure,PC,Unknown,Sinister Systems,0.0,0.0,0.0,0,0,0,0,170000,3,2019,0
3954,Greenwood the Last Ritual,203,Adventure,PC,Unknown,AO2Game,0.0,0.0,0.0,0,0,0,0,170000,3,2019,0
3955,The Butterfly Sign: Human Error,204,Adventure,PC,Unknown,Quantum Phoenix Studio,0.0,0.0,0.0,0,0,0,0,160000,3,2019,0
3956,Anna - Extended Edition,205,Adventure,PC,Unknown,Dreampainters,0.0,0.0,0.0,0,0,0,0,160000,3,2019,0
3957,Aquaria,206,Adventure,PC,Bit Blot,Bit Blot,0.0,0.0,0.0,0,0,0,0,160000,12,2007,0
3958,Okami HD,207,Adventure,PC,Capcom,Capcom,0.0,0.0,0.0,0,0,0,0,160000,12,2017,0
3959,Frankenstein: Master of Death,208,Adventure,PC,Unknown,Jetdogs Studios,0.0,0.0,0.0,0,0,0,0,160000,3,2019,0
3960,The 39 Steps,209,Adventure,PC,Unknown,The Story Mechanics,0.0,0.0,0.0,0,0,0,0,160000,3,2019,0
3961,The Whispered World,210,Adventure,PC,Viva Media,Daedalic Entertainment,0.0,0.0,0.0,0,0,0,0,160000,4,2010,0
3962,Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode One,211,Adventure,PC,Hothead Games,Hothead Games,0.0,0.0,0.0,0,0,0,0,160000,5,2008,0
3963,Enchanter,212,Adventure,Series,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,160000,8,1983,0
3964,DreadOut,213,Adventure,PC,Unknown,Digital Happiness,0.0,0.0,0.0,0,0,0,0,160000,3,2019,0
3965,Space Pilgrim Episode II: Epsilon Indi,214,Adventure,PC,GrabTheGames,Pilgrim Adventures,0.0,0.0,0.0,0,0,0,0,150000,1,2016,0
3966,Broken Sword 5: The Serpent's Curse,215,Adventure,PC,Revolution Software,Revolution Software,0.0,0.0,0.0,0,0,0,0,150000,6,2014,0
3967,Kindergarten,216,Adventure,PC,Unknown,Con Man Games,0.0,0.0,0.0,0,0,0,0,150000,3,2019,0
3968,Sinister City,217,Adventure,PC,Unknown,Jetdogs Studios,0.0,0.0,0.0,0,0,0,0,150000,3,2019,0
3969,China: The Forbidden City,218,Adventure,All,Cryo Interactive,Cryo Interactive Entertainment,0.0,0.0,0.0,0,0,0,0,150000,1,1998,0
3970,Ripper,219,Adventure,All,Take-Two Interactive,Take-Two Interactive,0.0,0.0,0.0,0,0,0,0,150000,3,1986,0
3971,Shadows on the Vatican Act I: Greed,220,Adventure,PC,Unknown,10th Art Studio,0.0,0.0,0.0,0,0,0,0,150000,3,2019,0
3972,Deadline,221,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,140000,1,1982,0
3973,Sherlock Holmes: The Devil's Daughter,222,Adventure,PC,Bigben Interactive,Bigben Interactive,0.0,0.0,0.0,0,0,0,0,140000,10,2016,0
3974,The Solus Project,223,Adventure,PC,Teotl Studios,Hourences,0.0,0.0,0.0,0,0,0,0,140000,6,2016,0
3975,Soul Gambler,224,Adventure,PC,Gamestorming,Ilex Games,0.0,0.0,0.0,0,0,0,0,140000,7,2014,0
3976,Space Pilgrim Episode IV: Sol,225,Adventure,PC,GrabTheGames,Pilgrim Adventures,0.0,0.0,0.0,0,0,0,0,140000,3,2016,0
3977,The Silent Age,226,Adventure,PC,Meridian4,House On Fire,0.0,0.0,0.0,0,0,0,0,140000,5,2015,0
3978,Fahrenheit: Indigo Prophecy Remastered,227,Adventure,PC,Aspyr,Aspyr,0.0,0.0,0.0,0,0,0,0,140000,1,2015,0
3979,Edna & Harvey: The Breakout,228,Adventure,PC,Daedalic Entertainment,Daedalic Entertainment,0.0,0.0,0.0,0,0,0,0,140000,10,2013,0
3980,Draw a Stickman: EPIC,229,Adventure,PC,Hitcents,Hitcents,0.0,0.0,0.0,0,0,0,0,130000,12,2013,0
3981,Reversion - The Escape (1st Chapter),230,Adventure,PC,3f Interactive,3f Interactive,0.0,0.0,0.0,0,0,0,0,130000,3,2012,0
3982,Zork III: The Dungeon Master,231,Adventure,PC,Infocom,Infocom,0.0,0.0,0.0,0,0,0,0,130000,8,1982,0
3983,Gemini Rue,232,Adventure,PC,Wadjet Eye Games,Wadjet Eye Games,0.0,8.0,0.0,0,0,0,0,130000,2,2011,0
3984,Leather Goddesses of Phobos,233,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,130000,1,1986,0
3985,Egypt II: The Heliopolis Prophecy,234,Adventure,All,Cryo Interactive,Cryo Interactive,0.0,0.0,0.0,0,0,0,0,130000,9,2000,0
3986,Bootombaa,235,Adventure,PC,cada,Naarassusi Game,0.0,0.0,0.0,0,0,0,0,130000,3,2017,0
3987,Obduction,236,Adventure,PC,Cyan Worlds,Cyan Worlds,0.0,0.0,0.0,0,0,0,0,130000,8,2016,0
3988,The Deed,237,Adventure,PC,GrabTheGames,Pilgrim Adventures,0.0,0.0,0.0,0,0,0,0,130000,11,2015,0
3989,Beat Cop,238,Adventure,PC,11 bit studios,Pixel Crow,0.0,0.0,0.0,0,0,0,0,130000,3,2017,0
3990,The Witcher Adventure Game,239,Adventure,PC,CD Projekt Red Studio,CD Projekt Red Studio,0.0,0.0,0.0,0,0,0,0,120000,11,2014,0
3991,Deponia Doomsday,240,Adventure,PC,Daedalic Entertainment,Daedalic Entertainment,0.0,0.0,0.0,0,0,0,0,120000,3,2016,0
3992,Amnesia: A Machine for Pigs,241,Adventure,All,Frictional Games,The Chinese Room,0.0,0.0,0.0,0,0,0,0,120000,9,2013,0
3993,The Cat Lady,242,Adventure,PC,Screen 7,Harvester Games,0.0,0.0,0.0,0,0,0,0,120000,12,2012,0
3994,Wishbringer,243,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,110000,1,1985,0
3995,Late Shift,244,Adventure,PC,Wales Interactive Ltd.,CtrlMovie,0.0,0.0,0.0,0,0,0,0,110000,4,2017,0
3996,Samorost 3,245,Adventure,PC,Amanita Design,Amanita Design,0.0,0.0,0.0,0,0,0,0,110000,3,2016,0
3997,Hektor    Read the review,246,Adventure,PC,Meridian4,Rubycone Games,0.0,0.0,0.0,0,0,0,0,110000,2,2015,0
3998,Submerged,247,Adventure,PC,Uppercut Games Pty Ltd,Uppercut Games,0.0,0.0,0.0,0,0,0,0,110000,8,2015,0
3999,Dragon Quest Heroes: Rocket Slime,248,Adventure,DS,Square Enix,TOSE Software,0.0,8.3,0.0,0,0,0,0,110000,9,2006,0
4000,A New Beginning,249,Adventure,PC,Daedalic Entertainment,Daedalic Entertainment,0.0,0.0,0.0,0,0,0,0,110000,12,2012,0
4001,HIVESWAP: ACT 1,250,Adventure,PC,"What Pumpkin Games, Inc.","What Pumpkin Games, Inc.",0.0,0.0,0.0,0,0,0,0,110000,9,2014,0
4002,Jackal,251,Adventure,PC,Peace,Peace,0.0,0.0,0.0,0,0,0,0,100000,8,2016,0
4003,Rusty Lake: Roots,252,Adventure,PC,Rusty Lake,Rusty Lake,0.0,0.0,0.0,0,0,0,0,100000,10,2016,0
4004,Suspended,253,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,100000,1,1983,0
4005,One Piece: Unlimited Adventure,254,Adventure,Wii,Namco Bandai,Ganbarion,0.0,0.0,0.0,0,0,0,0,100000,1,2008,0
4006,Midsummer Night,255,Adventure,PC,Siberian Digital,Everlasting Fantasy,0.0,0.0,0.0,0,0,0,0,100000,6,2016,0
4007,Salt,256,Adventure,PC,Lavaboots Studios,Lavaboots Studios,0.0,0.0,0.0,0,0,0,0,100000,2,2018,0
4008,Planetfall,257,Adventure,Series,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,100000,7,1983,0
4009,Ankh,258,Adventure,PC,Viva Media,DECK13 Interactive,0.0,0.0,0.0,0,0,0,0,100000,8,2006,0
4010,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,259,Adventure,DS,Tecmo,Tecmo,0.0,0.0,0.0,0,0,0,0,100000,6,2008,0
4011,Yomawari,261,Adventure,Series,NIS America,Nippon Ichi Software,0.0,0.0,0.0,0,0,0,0,100000,10,2016,0
4012,Amnesia: Rebirth,262,Adventure,All,Frictional Games,Frictional Games,0.0,0.0,0.0,0,0,0,0,100000,10,2020,0
4013,The Last Express,263,Adventure,All,Broderbund,Smoking Car Productions,0.0,0.0,0.0,0,0,0,0,100000,3,1997,0
4014,Zork Nemesis,264,Adventure,PC,Activision,Activision,0.0,0.0,0.0,0,0,0,0,100000,2,1996,0
4015,Captain Blood,265,Adventure,PC,Mindscape,Exxos,0.0,0.0,0.0,0,0,0,0,100000,1,1988,0
4016,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,266,Adventure,DS,Tecmo,Tecmo,0.0,0.0,0.0,0,0,0,0,100000,11,2008,0
4017,Starcross,267,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,90000,1,1982,0
4018,Pompei: The Legend of Vesuvius,268,Adventure,All,Cryo Interactive,Arxel Tribe,0.0,0.0,0.0,0,0,0,0,90000,1,2000,0
4019,Mystery House,269,Adventure,PC,Sierra Entertainment,On-Line Systems,0.0,0.0,0.0,0,0,0,0,80000,5,1980,0
4020,Planetfall,270,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,80000,7,1983,0
4021,Cutthroats,271,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,80000,1,1984,0
4022,Enchanter,273,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,70000,1,1983,0
4023,Nanashi no Game,274,Adventure,DS,Square Enix,Square Enix,0.0,0.0,2.0,0,0,0,0,60000,7,2008,0
4024,Suspect,275,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,50000,1,1984,0
4025,Senran Kagura Reflexions,276,Adventure,NS,Xseed Games,HONEY PARADE GAMES,0.0,0.0,0.0,0,0,0,0,50000,9,2018,0
4026,Yomawari: Night Alone,277,Adventure,PSV,NIS America,Nippon Ichi Software,0.0,0.0,0.0,0,0,0,0,50000,10,2016,0
4027,Beyond Zork: The Coconut of Quendor,278,Adventure,PC,Infocom,Infocom,0.0,0.0,0.0,0,0,0,0,50000,9,1987,0
4028,Sorcerer,279,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,50000,1,1984,0
4029,Seastalker,280,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,40000,1,1984,0
4030,Her Story,281,Adventure,iOS,Unknown,Sam Barlow,0.0,0.0,0.0,0,0,0,0,40000,2,2021,0
4031,Bureaucracy,282,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,40000,1,1987,0
4032,Trinity,283,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,40000,1,1986,0
4033,Spellbreaker,284,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,40000,1,1985,0
4034,A Mind Forever Voyaging,285,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,30000,1,1985,0
4035,A Vampyre Story,287,Adventure,All,The Adventure Company,Autumn Moon Entertainment,0.0,0.0,0.0,0,0,0,0,30000,12,2008,0
4036,Ballyhoo,288,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,30000,1,1986,0
4037,Wizard and the Princess,289,Adventure,All,Sierra Online,On-Line Systems,0.0,0.0,0.0,0,0,0,0,30000,1,1980,0
4038,Zork Trilogy,290,Adventure,PC,Unknown,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,20000,12,2020,0
4039,The Lurking Horror,291,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,20000,1,1987,0
4040,Sherlock: The Riddle of the Crown Jewels,292,Adventure,PC,Infocom,Challenge Inc.,0.0,0.0,0.0,0,0,0,0,20000,1,1987,0
4041,Stationfall,293,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,20000,1,1987,0
4042,Nord and Bert Couldn't Make Head or Tail of It,294,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,20000,1,1987,0
4043,Zork Quest: Assault on Egreth Castle,295,Adventure,PC,Infocom,"Tom Snyder Productions, Inc.",0.0,0.0,0.0,0,0,0,0,20000,1,1988,0
4044,Plundered Hearts,296,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,20000,1,1987,0
4045,Hollywood Hijinx,297,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,10000,1,1986,0
4046,Gamma Force in Pit of a Thousand Screams,298,Adventure,PC,Infocom,"Tom Snyder Productions, Inc.",0.0,0.0,0.0,0,0,0,0,10000,1,1988,0
4047,Border Zone,299,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,10000,1,1987,0
4048,Faust,300,Adventure,PC,Unknown,Cryo Interactive,0.0,0.0,0.0,0,0,0,0,10000,3,2021,0
4049,Infidel,301,Adventure,PC,Infocom,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,10000,1,1983,0
4050,Enchanter Trilogy,302,Adventure,PC,Unknown,"Infocom, Inc.",0.0,0.0,0.0,0,0,0,0,10000,12,2020,0
4051,Zork Zero: The Revenge of Megaboz,303,Adventure,PC,Infocom,Infocom,0.0,0.0,0.0,0,0,0,0,0,1,1988,0
4052,Zork Quest: The Crystal of Doom,304,Adventure,PC,Infocom,"Tom Snyder Productions, Inc.",0.0,0.0,0.0,0,0,0,0,0,1,1989,0
4053,SwordThrust,305,Adventure,OSX,Unknown,Donald Brown,0.0,0.0,0.0,0,0,0,0,0,4,2021,0
4054,Iwaihime: Matsuri,310,Adventure,PSV,Nippon Ichi Software,Nippon Ichi Software,0.0,0.0,0.0,0,0,10000,0,10000,9,2017,0
4055,Sekirei: Mirai Kara no Okurimono,311,Adventure,PS2,Alchemist,Alchemist,0.0,0.0,0.0,0,0,10000,0,10000,10,2009,0
4056,Tomb Raider III: Adventures of Lara Croft,317,Adventure,PC,Eidos Interactive,Core Design Ltd.,0.0,7.3,0.0,590000,30000,0,0,620000,11,1998,0
4057,Monster High: Ghoul Spirit,320,Adventure,Wii,THQ,THQ,0.0,0.0,0.0,420000,80000,0,40000,540000,10,2011,0
4058,Aikatsu! 365 Idol Days,322,Adventure,3DS,Bandai Namco Games,Bandai Namco Games,0.0,0.0,0.0,0,0,130000,0,130000,12,2014,0
4059,Your Memories Off: Girl's Style,323,Adventure,PSP,5pb,5pb. Games,0.0,0.0,0.0,0,0,0,0,0,2,2009,0
4060,AIR,324,Adventure,PSP,Prototype,Key,0.0,0.0,0.0,0,0,20000,0,20000,11,2007,0
4061,Apollo Justice: Ace Attorney,332,Adventure,3DS,Capcom,Capcom,0.0,0.0,0.0,0,0,10000,0,10000,11,2017,0
4062,Love Once: Mermaid's Tears,334,Adventure,PS3,Unknown,Silicon Studio,0.0,0.0,0.0,0,0,20000,0,20000,2,2011,0
4063,Dog's Life,336,Adventure,PS2,Hip Interactive,Frontier Developments,0.0,0.0,0.0,210000,160000,0,50000,420000,9,2004,0
4064,D.Gray-man: Sousha no Shikaku,338,Adventure,PS2,Konami,Konami,0.0,0.0,0.0,0,0,20000,0,20000,9,2008,0
4065,ICO    Read the review,341,Adventure,PS2,Sony Computer Entertainment,Team ICO,8.8,8.8,0.0,230000,180000,0,60000,470000,9,2001,0
4066,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,347,Adventure,PSP,KOEI,Koei,0.0,0.0,0.0,0,0,20000,0,20000,3,2009,0
4067,Prince of Persia: The Two Thrones,348,Adventure,PC,Ubisoft,Ubisoft Montreal,0.0,0.0,0.0,0,0,0,0,0,12,2005,0
4068,Mystery P.I.: The New York Fortune,350,Adventure,PC,PopCap Games,SpinTop Games,0.0,0.0,0.0,0,0,0,0,0,1,2009,0
4069,Crime Lab: Body of Evidence,351,Adventure,DS,City Interactive,City Interactive,0.0,0.0,0.0,50000,10000,0,0,70000,10,2010,0
4070,Agatha Christie: Death on the Nile,352,Adventure,PC,DreamCatcher Interactive,Oberon Media,0.0,0.0,0.0,0,10000,0,0,20000,10,2008,0
4071,Kya: Dark Lineage,360,Adventure,PS2,Atari,Eden Games,0.0,0.0,0.0,80000,60000,0,20000,160000,11,2003,0
4072,SpongeBob's Atlantis SquarePantis,364,Adventure,PS2,THQ,Blitz Games,0.0,0.0,0.0,360000,10000,0,60000,440000,10,2007,0
4073,D.C.I.F.: Da Capo Innocent Finale,368,Adventure,PS2,Sweets,Sweets,0.0,0.0,0.0,0,0,30000,0,30000,4,2009,0
4074,LEGO Island 2: The Brickster's Revenge,371,Adventure,GBA,LEGO Media,Silicon Dreams,0.0,0.0,0.0,0,0,0,0,0,10,2001,0
4075,Steins;Gate,373,Adventure,PSV,5pb,5pb. Inc.,0.0,0.0,0.0,40000,40000,0,20000,100000,9,2015,0
4076,Prisoner of War,377,Adventure,XB,Codemasters,Wide Games,0.0,0.0,0.0,60000,20000,0,0,80000,8,2002,0
4077,The Oregon Trail,380,Adventure,3DS,Crave Entertainment,Gameloft,0.0,0.0,0.0,120000,0,0,10000,130000,12,2011,0
4078,Warriors of Might and Magic,384,Adventure,PS,3DO,3DO,0.0,0.0,0.0,70000,50000,0,10000,130000,2,2001,0
4079,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,392,Adventure,PSP,System Soft,System Soft Alpha,0.0,0.0,0.0,0,0,20000,0,20000,11,2008,0
4080,Hello Neighbor: Hide & Seek,393,Adventure,NS,Gearbox Software,Dynamic Pixels,0.0,0.0,0.0,60000,0,0,10000,70000,12,2018,0
4081,LEGO Indiana Jones: The Original Adventures,394,Adventure,DS,LucasArts,Traveller's Tales,0.0,0.0,0.0,1400000,600000,0,210000,2200000,6,2008,1
4082,The 7th Guest,406,Adventure,PC,Virgin Interactive,Trilobyte,0.0,0.0,0.0,30000,770000,0,0,800000,1,1993,0
4083,Bratz Ponyz 2,422,Adventure,DS,Game Factory,Neko Entertainment,0.0,0.0,0.0,240000,0,0,20000,260000,9,2008,0
4084,Disney Princess: Enchanted Journey,451,Adventure,PS2,Disney Interactive Studios,Papaya Studios,0.0,0.0,0.0,110000,90000,0,30000,230000,10,2007,0
4085,Prince of Persia: The Two Thrones,464,Adventure,XB,Ubisoft,Ubisoft Montreal,0.0,0.0,0.0,330000,220000,0,30000,580000,12,2005,0
4086,Obscure: The Aftermath,468,Adventure,Wii,Ignition Entertainment,Hydravision Entertainment,0.0,0.0,0.0,110000,0,0,10000,120000,3,2008,0
4087,Syberia II,475,Adventure,XB,XS Games,Microids,0.0,0.0,0.0,20000,10000,0,0,30000,10,2004,0
4088,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,476,Adventure,PS2,THQ,THQ,0.0,0.0,0.0,240000,190000,0,60000,500000,9,2004,0
4089,LEGO Batman: The Videogame,480,Adventure,DS,Warner Bros. Interactive,Traveller's Tales,0.0,7.8,0.0,1750000,1020000,0,290000,3060000,9,2008,1
4090,The Hobbit,489,Adventure,PS2,Sierra Entertainment,Midway Studios - Austin,0.0,0.0,0.0,260000,200000,0,70000,540000,11,2003,0
4091,The X Files,493,Adventure,PS,Fox Interactive,HyperBole Studios,0.0,0.0,0.0,240000,160000,0,30000,420000,9,1999,0
4092,Harry Potter and the Chamber of Secrets,497,Adventure,PS2,Electronic Arts,Eurocom Entertainment Software,0.0,0.0,0.0,900000,1220000,40000,440000,2610000,11,2002,1
4093,Psychic Detective,503,Adventure,PS,Electronic Arts,Colossal Pictures,0.0,0.0,0.0,10000,0,0,0,10000,11,1995,0
4094,24: The Game,505,Adventure,PS2,2K Games,SCEE Cambridge,0.0,0.0,0.0,150000,120000,0,40000,300000,2,2006,0
4095,Harry Potter and the Order of the Phoenix,510,Adventure,Wii,Electronic Arts,EA UK,0.0,0.0,0.0,380000,50000,0,40000,460000,6,2007,0
4096,Indigo Prophecy,512,Adventure,PC,Atari,Quantic Dream,0.0,0.0,0.0,0,20000,0,0,20000,10,2005,0
4097,Captain Morgane and the Golden Turtle,513,Adventure,DS,Reef Entertainment,WizarBox,0.0,0.0,0.0,0,20000,0,0,30000,2,2012,0
4098,Avatar: The Last Airbender - Into the Inferno,514,Adventure,Wii,THQ,Halfbrick Studios,0.0,0.0,0.0,170000,10000,0,10000,190000,10,2008,0
4099,Secret Files 2: Puritas Cordis,516,Adventure,Wii,Deep Silver,Fusionsphere Systems / Animation Arts,0.0,0.0,0.0,0,30000,0,0,30000,5,2009,0
4100,Journey to the Center of the Earth,521,Adventure,DS,THQ,Midway Games,0.0,0.0,0.0,10000,0,0,0,10000,6,2008,0
4101,Rise of the Tomb Raider,523,Adventure,X360,Square Enix,Crystal Dynamics,0.0,0.0,0.0,210000,120000,0,30000,370000,11,2015,0
4102,Herc's Adventures,524,Adventure,PS,LucasArts,Big Ape Productions,0.0,0.0,0.0,20000,10000,0,0,40000,7,1997,0
4103,Echo Night Beyond,529,Adventure,PS2,Agetec,From Software,0.0,0.0,0.0,20000,10000,0,0,40000,7,2004,0
4104,Happy Feet Two,530,Adventure,PS3,Warner Bros. Interactive,KMM Games,0.0,0.0,0.0,100000,0,0,20000,120000,11,2011,0
4105,Grand Theft Auto: The Trilogy,535,Adventure,PC,Rockstar Games,Rockstar North,0.0,0.0,0.0,0,20000,0,0,30000,6,2009,0
4106,Monster House,551,Adventure,GBA,THQ,Artificial Mind and Movement,0.0,0.0,0.0,60000,20000,0,0,90000,7,2006,0
4107,PokePark 2: Wonders Beyond,555,Adventure,Wii,Nintendo,"Creatures, Inc.",0.0,0.0,0.0,30000,0,30000,0,50000,2,2012,0
4108,CSI: Deadly Intent,566,Adventure,X360,Ubisoft,Telltale Games,0.0,0.0,0.0,100000,80000,0,20000,200000,10,2009,0
4109,Harvey Birdman: Attorney at Law,569,Adventure,PSP,Capcom,High Voltage Software,0.0,0.0,0.0,90000,0,0,20000,110000,1,2008,0
4110,Doctor Lautrec and the Forgotten Knights,574,Adventure,3DS,Konami,Konami,0.0,0.0,0.0,70000,50000,30000,10000,170000,12,2011,0
4111,Small Town Terrors - Galdor's Bluff,592,Adventure,PC,GSP,GSP,0.0,0.0,0.0,0,10000,0,0,10000,5,2016,0
4112,Discworld,597,Adventure,PS,Psygnosis,Teeny Weeny Games,0.0,0.0,0.0,40000,20000,0,0,60000,1,1995,0
4113,"Flower, Sun, and Rain    Read the review",603,Adventure,DS,Marvelous Interactive,High Horse Entertainment,4.0,5.7,0.0,60000,0,0,10000,70000,6,2009,0
4114,American McGee presents ScrapLand,604,Adventure,XB,Enlight,Mercury Steam Entertainment,0.0,0.0,0.0,20000,0,0,0,20000,2,2005,0
4115,Up,606,Adventure,Wii,THQ,THQ,0.0,0.0,0.0,220000,290000,0,60000,570000,5,2009,0
4116,iCarly 2: iJoin The Click!,609,Adventure,Wii,Activision,Blitz Games,0.0,0.0,0.0,80000,10000,0,10000,100000,11,2010,0
4117,Adventure Time: The Secret of the Nameless Kingdom,612,Adventure,PS3,Little Orbit,WayForward Technologies,0.0,0.0,0.0,0,0,0,0,0,10,2014,0
4118,MySims Agents,613,Adventure,DS,Electronic Arts,EA Redwood Shores,0.0,0.0,0.0,540000,420000,0,110000,1070000,9,2009,1
4119,LEGO Harry Potter: Years 1-4,623,Adventure,DS,Warner Bros. Interactive,Traveller's Tales,0.0,8.0,0.0,1070000,1000000,0,220000,2290000,6,2010,1
4120,The Polar Express,626,Adventure,GC,THQ,Blue Tongue,0.0,3.3,0.0,80000,20000,0,0,110000,11,2004,0
4121,Ayaka Shibito Portable,627,Adventure,PSP,Dimple Entertainment,HuneX,0.0,0.0,0.0,0,0,0,0,0,3,2009,0
4122,Cloudy With a Chance of Meatballs,633,Adventure,PS3,Ubisoft,Ubisoft Shanghai,0.0,6.7,0.0,90000,10000,0,10000,100000,9,2009,0
4123,Second Sight,640,Adventure,PC,Codemasters,Free Radical Design,0.0,7.0,0.0,0,0,0,0,0,2,2005,0
4124,CSI: 3 Dimensions of Murder,643,Adventure,PC,Ubisoft,Telltale Games,0.0,0.0,0.0,0,0,0,0,0,3,2006,0
4125,Sound Novel Evolution 1: Otogirisou Sosei-Hen,644,Adventure,PS,ChunSoft,ChunSoft,0.0,0.0,0.0,0,0,160000,10000,170000,3,1999,0
4126,Dear Girl: Stories Hibiki - Hibiki Tokkun Daisakusen!,650,Adventure,DS,ASCII Media Works,ASCII Media Works,0.0,0.0,0.0,0,0,10000,0,10000,12,2009,0
4127,Ro-Kyu-Bu!,651,Adventure,PSP,Kadokawa Shoten,Kadokawa Shoten,0.0,0.0,0.0,0,0,80000,0,80000,10,2011,0
4128,Hakuouki: Yuugi Roku,655,Adventure,PSP,Idea Factory,Idea Factory,0.0,0.0,0.0,0,0,70000,0,70000,5,2010,0
4129,Avatar: The Last Airbender,656,Adventure,Wii,THQ,AWE Games,0.0,0.0,0.0,230000,20000,0,20000,280000,11,2006,0
4130,Steins;Gate 0,657,Adventure,PS4,PQube,5pb. Inc.,0.0,0.0,0.0,0,0,70000,0,70000,11,2016,0
4131,Wand of Fortune R,663,Adventure,PSV,Idea Factory,Unknown,0.0,0.0,0.0,0,0,30000,0,30000,3,2016,0
4132,Ghost in the Shell: Stand Alone Complex,667,Adventure,PS2,Bandai,Cavia Inc.,0.0,6.6,0.0,80000,60000,0,20000,160000,11,2004,0
4133,CSI: Unsolved!,672,Adventure,DS,Ubisoft,Other Ocean Interactive,0.0,0.0,0.0,130000,50000,0,20000,200000,11,2010,0
4134,Harry Potter and the Goblet of Fire,673,Adventure,PC,Electronic Arts,Electronic Arts,0.0,6.7,0.0,0,10000,0,0,10000,11,2005,0
4135,Yakuza Zero,675,Adventure,PS4,Sega,Sega,0.0,0.0,0.0,220000,160000,190000,80000,650000,1,2017,0
4136,Batman: A Telltale Game Series,677,Adventure,NS,Telltale Games,Telltale Games,0.0,0.0,0.0,90000,20000,0,10000,120000,11,2017,0
4137,Johnny no Dasshutsu Daisakusen,681,Adventure,DS,Success,Success,0.0,0.0,0.0,0,0,0,0,0,8,2008,0
